DET201403310,KCA,1,0,0,0,2,CFX,0,0,aokin001,L,aokin001,L,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,,,63/G,T,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,1
DET201403310,KCA,1,0,1,0,2,CFX,0,0,infao001,R,infao001,R,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,,,163/G,F,F,4,2,2,T,T,0,F,F,1,F,F,0,F,F,1,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,163,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,1,6,0,0,0,2
DET201403310,KCA,1,0,2,0,1,CX,0,0,hosme001,L,hosme001,L,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,,,D8/L,F,F,3,3,21,T,T,2,F,F,0,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,3
DET201403310,KCA,1,0,2,3,2,B*B*BCFX,0,0,butlb003,R,butlb003,R,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,hosme001,,43/G,F,F,10,4,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,2,0,43,,,,F,F,F,F,F,F,F,F,F,,verlj001,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,4
DET201403310,KCA,1,1,0,2,2,CCBBFX,0,0,kinsi001,R,kinsi001,R,shiej002,R,shiej002,R,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,aokin001,,,,8/F,T,F,4,1,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,5
DET201403310,KCA,1,1,1,1,2,BFFS,0,0,huntt001,R,huntt001,R,shiej002,R,shiej002,R,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,aokin001,,,,K,F,F,9,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,6
DET201403310,KCA,1,1,2,0,1,CX,0,0,cabrm001,R,cabrm001,R,shiej002,R,shiej002,R,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,aokin001,,,,53/G,F,F,3,3,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,53,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,7
DET201403310,KCA,2,0,0,0,0,X,0,0,gorda001,L,gorda001,L,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,,,7/F,T,F,7,5,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,8
DET201403310,KCA,2,0,1,1,0,BX,0,0,peres002,R,peres002,R,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,,,D8/F,F,F,2,6,21,T,T,2,F,F,0,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
DET201403310,KCA,2,0,1,3,1,BBBCX,0,0,mousm001,L,mousm001,L,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,,peres002,,E9/F,F,F,5,7,18,T,T,0,F,F,0,F,F,0,F,F,9,F,F,F,,1,9,F,0,N,0,N,1,0,2,0,,,,,F,F,F,F,F,F,F,F,F,,verlj001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,10
DET201403310,KCA,2,0,1,0,0,X,0,0,cainl001,R,cainl001,R,verlj001,R,verlj001,R,avila001,cabrm001,kinsi001,castn001,gonza002,davir003,jacka001,huntt001,mousm001,peres002,,53/G.2-3;1-2,F,F,8,8,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,,0,0,N,0,N,0,N,0,2,3,0,53,,,,F,F,F,F,F,F,F,F,F,verlj001,verlj001,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,11
