ANA201504100,KCA,1,0,0,2,2,FSBFBX,0,0,escoa003,R,escoa003,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,63/G,T,F,6,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,1
ANA201504100,KCA,1,0,1,0,0,X,0,0,mousm001,L,mousm001,L,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,6/P,F,F,5,2,2,T,T,0,F,F,1,F,F,0,F,F,6,P,F,F,,0,0,N,0,N,0,N,0,0,0,0,6,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,6,0,0,0,0,0,0,0,2
ANA201504100,KCA,1,0,2,1,0,BX,0,0,cainl001,R,cainl001,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,D8/L+,F,F,8,3,21,T,T,2,F,F,0,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,3
ANA201504100,KCA,1,0,2,2,2,CBFFB>X,0,0,hosme001,L,hosme001,L,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,cainl001,,S9/G.2-H,F,F,3,4,20,T,T,1,F,F,0,F,F,1,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,0,4,0,,,,,F,F,F,F,F,F,F,F,F,,santh001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,4
ANA201504100,KCA,1,0,2,2,2,FBBFX,1,0,morak001,R,morak001,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,hosme001,,,S7/L+.1-2,F,F,10,5,20,T,T,1,F,F,0,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,santh001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,5
ANA201504100,KCA,1,0,2,0,2,CSX,1,0,gorda001,L,gorda001,L,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,morak001,hosme001,,6/P,F,F,7,6,2,T,T,0,F,F,1,F,F,0,F,F,6,P,F,F,,0,0,N,0,N,0,N,0,1,2,0,6,,,,F,F,F,F,F,F,F,F,F,santh001,santh001,,F,F,F,F,F,,,,,0,6,0,0,0,0,0,0,0,6
ANA201504100,KCA,1,1,0,2,2,CFBBFX,1,0,calhk001,L,calhk001,L,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,63/G,T,F,9,1,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,7
ANA201504100,KCA,1,1,1,2,1,CBBX,1,0,troum001,R,troum001,R,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,13/G,F,F,8,2,2,T,T,0,F,F,1,F,F,0,F,F,1,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,13,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,1,0,0,0,0,8
ANA201504100,KCA,1,1,2,2,2,FBBFX,1,0,pujoa001,R,pujoa001,R,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,3/P3F,F,F,3,3,2,T,T,0,F,F,1,F,F,0,F,F,3,P,F,T,3F,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,9
ANA201504100,KCA,2,0,0,3,2,CBFBFBFFX,1,0,riosa002,R,riosa002,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,7/L+,T,F,9,7,2,T,T,0,F,F,1,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,10
ANA201504100,KCA,2,0,1,2,2,BBCFX,1,0,peres002,R,peres002,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,8/F,F,F,2,8,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,11
ANA201504100,KCA,2,0,2,2,1,BCBX,1,0,infao001,R,infao001,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,4/L,F,F,4,9,2,T,T,0,F,F,1,F,F,0,F,F,4,L,F,F,,0,0,N,0,N,0,N,0,0,0,0,4,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,4,0,0,0,0,0,0,0,12
ANA201504100,KCA,2,1,0,0,1,CX,1,0,freed001,R,freed001,R,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,53/G,T,F,5,4,2,T,T,0,F,F,1,F,F,0,F,F,5,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,53,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,5,0,0,0,0,13
ANA201504100,KCA,2,1,1,1,2,CCBX,1,0,cronc002,R,cronc002,R,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,7/L,F,F,10,5,2,T,T,0,F,F,1,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,14
ANA201504100,KCA,2,1,2,0,0,X,1,0,aybae001,R,aybae001,R,vargj001,L,vargj001,L,peres002,hosme001,infao001,mousm001,escoa003,gorda001,cainl001,riosa002,,,,8/F,F,F,6,6,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,15
ANA201504100,KCA,3,0,0,3,2,CBBFBF*B,1,0,escoa003,R,escoa003,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,,,,W,T,F,6,1,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,16
ANA201504100,KCA,3,0,0,0,0,11H,1,0,mousm001,L,mousm001,L,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,escoa003,,,HP.1-2,F,F,5,2,16,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,santh001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,17
ANA201504100,KCA,3,0,0,1,2,BCSS,1,0,cainl001,R,cainl001,R,santh001,L,santh001,L,iannc001,pujoa001,giavj001,freed001,aybae001,cowgc001,troum001,calhk001,mousm001,escoa003,,K,F,F,8,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,0,2,,,,F,F,F,F,F,F,F,F,F,santh001,santh001,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,18
