LAN201103310,SFN,1,0,0,2,2,CBSBFS,0,0,torra001,R,torra001,R,kersc001,L,kersc001,L,barar001,lonej001,carrj001,uribj002,furcr001,gwynt002,kempm001,ethia001,,,,K,T,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,1
LAN201103310,SFN,1,0,1,1,1,CBX,0,0,sancf001,R,sancf001,R,kersc001,L,kersc001,L,barar001,lonej001,carrj001,uribj002,furcr001,gwynt002,kempm001,ethia001,,,,E6/TH1/G,F,F,4,2,18,T,T,0,F,F,0,F,F,0,F,F,6,G,F,F,,1,6,T,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,2
LAN201103310,SFN,1,0,1,1,2,CCB1S,0,0,huffa001,L,huffa001,L,kersc001,L,kersc001,L,barar001,lonej001,carrj001,uribj002,furcr001,gwynt002,kempm001,ethia001,sancf001,,,K,F,F,9,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,kersc001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,3
LAN201103310,SFN,1,0,2,2,2,BCC1BS,0,0,poseb001,R,poseb001,R,kersc001,L,kersc001,L,barar001,lonej001,carrj001,uribj002,furcr001,gwynt002,kempm001,ethia001,sancf001,,,K,F,F,2,4,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,kersc001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,4
LAN201103310,SFN,1,1,0,2,1,CBBX,0,0,furcr001,L,furcr001,L,linct001,R,linct001,R,poseb001,beltb001,sancf001,sandp001,tejam001,burrp001,torra001,huffa001,,,,43/G,T,F,6,1,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,5
LAN201103310,SFN,1,1,1,0,1,FX,0,0,gwynt002,L,gwynt002,L,linct001,R,linct001,R,poseb001,beltb001,sancf001,sandp001,tejam001,burrp001,torra001,huffa001,,,,3/G,F,F,7,2,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,6
LAN201103310,SFN,1,1,2,2,0,BBX,0,0,ethia001,L,ethia001,L,linct001,R,linct001,R,poseb001,beltb001,sancf001,sandp001,tejam001,burrp001,torra001,huffa001,,,,S9/L,F,F,9,3,20,T,T,1,F,F,0,F,F,0,F,F,9,L,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,7
LAN201103310,SFN,1,1,2,1,0,BX,0,0,kempm001,R,kempm001,R,linct001,R,linct001,R,poseb001,beltb001,sancf001,sandp001,tejam001,burrp001,torra001,huffa001,ethia001,,,S9/F.1-3,F,F,8,4,20,T,T,1,F,F,0,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,1,3,0,0,,,,,F,F,F,F,F,F,F,F,F,linct001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,8
LAN201103310,SFN,1,1,2,0,1,SX,0,0,lonej001,L,lonej001,L,linct001,R,linct001,R,poseb001,beltb001,sancf001,sandp001,tejam001,burrp001,torra001,huffa001,kempm001,,ethia001,3/G,F,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,1,0,3,3,,,,F,F,F,F,F,F,F,F,F,linct001,,linct001,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,9
LAN201103310,SFN,2,0,0,3,1,BBBCX,0,0,burrp001,R,burrp001,R,kersc001,L,kersc001,L,barar001,lonej001,carrj001,uribj002,furcr001,gwynt002,kempm001,ethia001,,,,8/F,T,F,7,5,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,10
