HOU201303310,TEX,1,0,0,0,1,CX,0,0,kinsi001,R,kinsi001,R,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,9/F,T,F,4,1,2,T,T,0,F,F,1,F,F,0,F,F,9,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,9,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,9,0,0,0,0,0,0,0,1
HOU201303310,TEX,1,0,1,2,2,BSCBS,0,0,andre001,R,andre001,R,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,K,F,F,6,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,2
HOU201303310,TEX,1,0,2,2,1,BSBX,0,0,berkl001,L,berkl001,L,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,63/G,F,F,10,3,2,T,T,0,F,F,1,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,63,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,6,0,0,0,0,3
HOU201303310,TEX,1,1,0,0,0,X,0,0,altuj001,R,altuj001,R,harrm001,L,harrm001,L,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,,,,S7/G,T,F,4,1,20,T,T,1,F,F,0,F,F,0,F,F,7,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,4
HOU201303310,TEX,1,1,0,1,2,FFB*B,0,0,wallb001,L,wallb001,L,harrm001,L,harrm001,L,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,altuj001,,,OA.1X2(26),F,F,3,2,12,F,F,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,,26,,,F,F,F,F,F,F,F,F,F,harrm001,,,F,F,F,F,F,,,,,0,6,0,0,2,0,0,0,0,5
HOU201303310,TEX,1,1,1,2,2,FFB*B.S,0,0,wallb001,L,wallb001,L,harrm001,L,harrm001,L,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,,,,K,F,F,3,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,6
HOU201303310,TEX,1,1,2,0,2,CTC,0,0,cartc002,R,cartc002,R,harrm001,L,harrm001,L,piera001,morem001,kinsi001,belta001,andre001,murpd005,martl004,cruzn002,,,,K,F,F,7,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,7
HOU201303310,TEX,2,0,0,0,2,CSX,0,0,belta001,R,belta001,R,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,5/L,T,F,5,4,2,T,T,0,F,F,1,F,F,0,F,F,5,L,F,F,,0,0,N,0,N,0,N,0,0,0,0,5,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,5,0,0,0,0,0,0,0,8
HOU201303310,TEX,2,0,1,3,2,BBBCFFB,0,0,murpd005,L,murpd005,L,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,W,F,F,7,5,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
HOU201303310,TEX,2,0,1,1,1,F1B>B,0,0,cruzn002,R,cruzn002,R,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,murpd005,,,CS2(24),F,F,9,6,6,F,F,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,,24,,,F,F,F,T,F,F,F,F,F,norrb001,,,F,F,F,F,F,,,,,0,4,0,0,2,0,0,0,0,10
HOU201303310,TEX,2,0,2,3,2,F1B>B.FBFB,0,0,cruzn002,R,cruzn002,R,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,,,,W,F,F,9,6,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,11
HOU201303310,TEX,2,0,2,0,2,FSX,0,0,piera001,L,piera001,L,norrb001,R,norrb001,R,castj006,wallb001,altuj001,domim001,ceder002,cartc002,maxwj002,barnb002,cruzn002,,,S7/L.1-2,F,F,2,7,20,T,T,1,F,F,0,F,F,0,F,F,7,L,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,norrb001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,12
