TOR201404040,NYA,1,0,0,2,2,CFBBX,0,0,ellsj001,L,ellsj001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,,,,D8/L,T,F,8,1,21,T,T,2,F,F,0,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,2,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,1
TOR201404040,NYA,1,0,0,0,0,X,0,0,gardb001,L,gardb001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,,ellsj001,,S7/G.2-3,F,F,7,2,20,T,T,1,F,F,0,F,F,0,F,F,7,G,F,F,,0,0,N,0,N,0,N,1,0,3,0,,,,,F,F,F,F,F,F,F,F,F,,mcgod001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,2
TOR201404040,NYA,1,0,0,0,1,CX,0,0,beltc001,L,beltc001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,gardb001,,ellsj001,S7/F-.3-H;1-2,F,F,10,3,20,T,T,1,F,F,0,F,F,1,F,F,7,F,F,F,,0,0,N,0,N,0,N,1,2,0,4,,,,,F,F,F,F,F,F,F,F,F,mcgod001,,mcgod001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,3
TOR201404040,NYA,1,0,0,0,2,FFX,1,0,mccab002,L,mccab002,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,beltc001,gardb001,,8/F.2-3,F,F,2,4,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,1,3,0,8,,,,F,F,F,F,F,F,F,F,F,mcgod001,mcgod001,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,4
TOR201404040,NYA,1,0,1,1,0,BX,1,0,teixm001,L,teixm001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,beltc001,,gardb001,S9/L.3-H;1-2,F,F,3,5,20,T,T,1,F,F,0,F,F,1,F,F,9,L,F,F,,0,0,N,0,N,0,N,1,2,0,4,,,,,F,F,F,F,F,F,F,F,F,mcgod001,,mcgod001,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,5
TOR201404040,NYA,1,0,1,2,2,FF*BFBFX,2,0,johnk003,L,johnk003,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,teixm001,beltc001,,S9/G.2-3;1-2,F,F,5,6,20,T,T,1,F,F,0,F,F,0,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,2,3,0,,,,,F,F,F,F,F,F,F,F,F,mcgod001,mcgod001,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,6
TOR201404040,NYA,1,0,1,1,2,CBFS,2,0,suzui001,L,suzui001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,johnk003,teixm001,beltc001,K,F,F,9,7,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,2,3,2,,,,F,F,F,F,F,F,F,F,F,mcgod001,mcgod001,mcgod001,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,7
TOR201404040,NYA,1,0,2,3,2,CF*BBB>X,2,0,solay001,L,solay001,L,mcgod001,R,mcgod001,R,navad001,encae001,goinr001,lawrb002,diazj004,cabrm002,rasmc001,bautj002,johnk003,teixm001,beltc001,4/P3F,F,F,4,8,2,T,T,0,F,F,1,F,F,0,F,F,4,P,F,T,3F,0,0,N,0,N,0,N,0,1,2,3,4,,,,F,F,F,F,F,F,F,F,F,mcgod001,mcgod001,mcgod001,F,F,F,F,F,,,,,0,4,0,0,0,0,0,0,0,8
TOR201404040,NYA,1,1,0,1,1,CBX,2,0,cabrm002,L,cabrm002,L,tanam001,R,tanam001,R,mccab002,teixm001,solay001,johnk003,annad001,gardb001,ellsj001,suzui001,,,,HR/89/L,T,F,7,1,23,T,T,4,F,F,0,F,F,1,F,F,0,L,F,F,89,0,0,N,0,N,0,N,4,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
TOR201404040,NYA,1,1,0,0,0,X,2,1,rasmc001,L,rasmc001,L,tanam001,R,tanam001,R,mccab002,teixm001,solay001,johnk003,annad001,gardb001,ellsj001,suzui001,,,,31/G,F,F,8,2,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,31,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,1,0,0,3,0,0,0,0,10
