DET201004090,CLE,1,0,0,2,2,BBCCFX,0,0,cabra002,L,cabra002,L,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,,,,S6/G,T,F,6,1,20,T,T,1,F,F,0,F,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,1
DET201004090,CLE,1,0,0,1,2,CFBS,0,0,sizeg001,L,sizeg001,L,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,cabra002,,,K,F,F,8,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,1,0,0,2,,,,F,F,F,F,F,F,F,F,F,porcr001,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,2
DET201004090,CLE,1,0,1,1,0,1B>B,0,0,choos001,L,choos001,L,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,cabra002,,,CS2(26),F,F,9,3,6,F,F,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,,26,,,F,F,F,T,F,F,F,F,F,porcr001,,,F,F,F,F,F,,,,,0,6,0,0,2,0,0,0,0,3
DET201004090,CLE,1,0,2,3,2,1B>B.CCBC,0,0,choos001,L,choos001,L,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,,,,K,F,F,9,3,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,4
DET201004090,CLE,1,1,0,1,2,BCFFC,0,0,jacka001,R,jacka001,R,huffd001,L,huffd001,L,redmm001,marta004,valbl001,peraj001,cabra002,keara001,sizeg001,choos001,,,,K,T,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,5
DET201004090,CLE,1,1,1,2,2,CFBBS,0,0,damoj001,L,damoj001,L,huffd001,L,huffd001,L,redmm001,marta004,valbl001,peraj001,cabra002,keara001,sizeg001,choos001,,,,K,F,F,7,2,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,6
DET201004090,CLE,1,1,2,1,1,FBX,0,0,ordom001,R,ordom001,R,huffd001,L,huffd001,L,redmm001,marta004,valbl001,peraj001,cabra002,keara001,sizeg001,choos001,,,,S8/L-,F,F,9,3,20,T,T,1,F,F,0,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,7
DET201004090,CLE,1,1,2,0,0,X,0,0,cabrm001,R,cabrm001,R,huffd001,L,huffd001,L,redmm001,marta004,valbl001,peraj001,cabra002,keara001,sizeg001,choos001,ordom001,,,8/F,F,F,3,4,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,1,0,0,8,,,,F,F,F,F,F,F,F,F,F,huffd001,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,8
DET201004090,CLE,2,0,0,2,2,CFBFBFX,0,0,hafnt001,L,hafnt001,L,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,,,,HR/89/F,T,F,10,4,23,T,T,4,F,F,0,F,F,1,F,F,0,F,F,F,89,0,0,N,0,N,0,N,4,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,9
DET201004090,CLE,2,0,0,3,2,CBBFBB,1,0,peraj001,R,peraj001,R,porcr001,R,porcr001,R,lairg001,cabrm001,sizes001,ingeb001,evera001,damoj001,jacka001,ordom001,,,,W,F,F,5,5,14,T,F,0,F,F,0,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,10
