PIT201204050,PHI,1,0,0,0,1,CX,0,0,victs001,R,victs001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,7/F,T,F,8,1,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,7,,,,F,F,F,F,F,F,F,F,F,,,,T,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,1
PIT201204050,PHI,1,0,1,1,1,CBX,0,0,polap001,R,polap001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,8/F,F,F,5,2,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,2
PIT201204050,PHI,1,0,2,0,0,X,0,0,rollj001,R,rollj001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,S5/BG,F,F,6,3,20,T,T,1,F,F,0,F,F,0,F,F,5,G,T,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,3
PIT201204050,PHI,1,0,2,1,2,CBCX,0,0,pench001,R,pench001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,rollj001,,,8/L,F,F,9,4,2,T,T,0,F,F,1,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,0,1,0,0,8,,,,F,F,F,F,F,F,F,F,F,bedae001,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,4
PIT201204050,PHI,1,1,0,2,2,CFBBX,0,0,presa001,L,presa001,L,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,S8/L,T,F,7,1,20,T,T,1,F,F,0,F,F,0,F,F,8,L,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,5
PIT201204050,PHI,1,1,0,0,0,>X,0,0,tabaj002,R,tabaj002,R,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,presa001,,,S2/G.1-2,F,F,9,2,20,T,T,1,F,F,0,F,F,0,F,F,2,G,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,hallr001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,6
PIT201204050,PHI,1,1,0,1,0,BX,0,0,mccua001,R,mccua001,R,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,tabaj002,presa001,,64(1)3/GDP.2-3,F,F,8,3,2,T,T,0,F,F,2,T,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,3,0,43,64,,,F,F,F,F,F,F,F,F,F,hallr001,hallr001,,F,F,F,F,F,,,,,0,4,3,0,6,4,0,0,0,7
PIT201204050,PHI,1,1,2,1,0,BX,0,0,walkn001,L,walkn001,L,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,presa001,7/F,F,F,4,4,2,T,T,0,F,F,1,F,F,0,F,F,7,F,F,F,,0,0,N,0,N,0,N,0,0,0,3,7,,,,F,F,F,F,F,F,F,F,F,,,hallr001,F,F,F,F,F,,,,,0,7,0,0,0,0,0,0,0,8
PIT201204050,PHI,2,0,0,0,0,X,0,0,wiggt001,R,wiggt001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,43/G,T,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,9
PIT201204050,PHI,2,0,1,2,1,BBSX,0,0,maybj001,R,maybj001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,S9/G,F,F,7,6,20,T,T,1,F,F,0,F,F,0,F,F,9,G,F,F,,0,0,N,0,N,0,N,1,0,0,0,,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,10
PIT201204050,PHI,2,0,1,3,1,BBSBX,0,0,ruizc001,R,ruizc001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,maybj001,,,S4/P.1-2,F,F,2,7,20,T,T,1,F,F,0,F,F,0,F,F,4,P,F,F,,0,0,N,0,N,0,N,1,2,0,0,,,,,F,F,F,F,F,F,F,F,F,bedae001,,,F,F,F,F,F,,,,,0,0,0,0,0,0,0,0,0,11
PIT201204050,PHI,2,0,1,0,1,CX,0,0,galvf001,R,galvf001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,ruizc001,maybj001,,64(1)3/GDP,F,F,4,8,2,T,T,0,F,F,2,T,F,0,F,F,6,G,F,F,,0,0,N,0,N,0,N,0,0,2,0,43,64,,,F,F,F,F,F,F,F,F,F,bedae001,bedae001,,F,F,F,F,F,,,,,0,4,3,0,6,4,0,0,0,12
PIT201204050,PHI,2,1,0,1,1,SBX,0,0,joneg002,L,joneg002,L,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,43/G,T,F,3,5,2,T,T,0,F,F,1,F,F,0,F,F,4,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,43,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,4,0,0,0,0,13
PIT201204050,PHI,2,1,1,0,2,CSFX,0,0,barar001,R,barar001,R,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,13/G,F,F,2,6,2,T,T,0,F,F,1,F,F,0,F,F,1,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,13,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,1,0,0,0,0,14
PIT201204050,PHI,2,1,2,3,2,BBFCBFX,0,0,alvap001,L,alvap001,L,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,8/F,F,F,5,7,2,T,T,0,F,F,1,F,F,0,F,F,8,F,F,F,,0,0,N,0,N,0,N,0,0,0,0,8,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,8,0,0,0,0,0,0,0,15
PIT201204050,PHI,3,0,0,0,2,CCFS,0,0,hallr001,R,hallr001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,K,T,F,1,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,16
PIT201204050,PHI,3,0,1,1,2,CBFC,0,0,victs001,R,victs001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,K,F,F,8,1,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,17
PIT201204050,PHI,3,0,2,3,2,CCBBBX,0,0,polap001,R,polap001,R,bedae001,L,bedae001,L,barar001,joneg002,walkn001,alvap001,barmc001,presa001,mccua001,tabaj002,,,,3/G,F,F,5,2,2,T,T,0,F,F,1,F,F,0,F,F,3,G,F,F,,0,0,N,0,N,0,N,0,0,0,0,3,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,3,0,0,0,0,0,0,0,18
PIT201204050,PHI,3,1,0,0,1,CX,0,0,barmc001,R,barmc001,R,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,5/P,T,F,6,8,2,T,T,0,F,F,1,F,F,0,F,F,5,P,F,F,,0,0,N,0,N,0,N,0,0,0,0,5,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,5,0,0,0,0,0,0,0,19
PIT201204050,PHI,3,1,1,2,2,CFBFBS,0,0,bedae001,L,bedae001,L,hallr001,R,hallr001,R,ruizc001,wiggt001,galvf001,polap001,rollj001,maybj001,victs001,pench001,,,,K,F,F,1,9,3,T,T,0,F,F,1,F,F,0,F,F,0,,F,F,,0,0,N,0,N,0,N,0,0,0,0,2,,,,F,F,F,F,F,F,F,F,F,,,,F,F,F,F,F,,,,,0,2,0,0,0,0,0,0,0,20
